2896,van,VERB
1196,lesz,VERB
682,lát,VERB
660,tud,VERB
630,mond,VERB
561,megy,VERB
456,tesz,VERB
452,nincs,VERB
450,ad,VERB
432,néz,VERB
426,áll,VERB
413,jön,VERB
411,kell,VERB
340,szól,VERB
339,vesz,VERB
303,vár,VERB
280,jár,VERB
270,fog,VERB
270,ér,VERB
260,marad,VERB
253,hagy,VERB
247,él,VERB
239,akar,VERB
233,hall,VERB
219,hoz,VERB
203,visz,VERB
201,ül,VERB
196,fut,VERB
193,esik,VERB
184,gondol,VERB
177,tart,VERB
173,szeret,VERB
165,hisz,VERB
156,kér,VERB
150,jut,VERB
149,érez,VERB
141,felel,VERB
136,kiált,VERB
135,iszik,VERB
134,ír,VERB
133,száll,VERB
133,kezd,VERB
131,ver,VERB
126,talál,VERB
126,nincsen,VERB
119,lel,VERB
117,vet,VERB
116,tör,VERB
114,követ,VERB
114,kap,VERB
110,mer,VERB
109,ért,VERB
104,beszél,VERB
103,fél,VERB
99,üt,VERB
97,keres,VERB
95,indul,VERB
92,látszik,VERB
92,hajt,VERB
91,fordul,VERB
90,bír,VERB
88,mutat,VERB
88,bán,VERB
86,jő,VERB
85,megáll,VERB
83,kérd,VERB
83,eszik,VERB
78,küld,VERB
78,győz,VERB
77,nő,VERB
76,válik,VERB
76,kel,VERB
75,sincs,VERB
75,ismer,VERB
75,fogad,VERB
75,csinál,VERB
75,alszik,VERB
73,szalad,VERB
73,hallgat,VERB
72,hal,VERB
72,foly,VERB
71,siet,VERB
70,hív,VERB
69,emel,VERB
68,von,VERB
68,tetszik,VERB
68,örül,VERB
63,vág,VERB
63,nyer,VERB
62,történik,VERB
61,meglát,VERB
60,veszik,VERB
60,pihen,VERB
60,hord,VERB
59,visel,VERB
59,köt,VERB
59,fekszik,VERB
58,zeng,VERB
58,támad,VERB
58,szed,VERB
58,sír,VERB
57,kerül,VERB
57,ereszt,VERB
56,tér,VERB
56,nevet,VERB
56,enged,VERB
55,nyom,VERB
55,köszön,VERB
54,szokik,VERB
54,ered,VERB
54,elmegy,VERB
53,lép,VERB
53,ég,VERB
52,öl,VERB
50,terem,VERB
50,meghal,VERB
50,kíván,VERB
50,fáj,VERB
50,bánt,VERB
49,véd,VERB
49,telik,VERB
49,olvas,VERB
49,lakik,VERB
48,folyik,VERB
47,nyugszik,VERB
47,készül,VERB
47,húz,VERB
47,halad,VERB
47,csap,VERB
46,szolgál,VERB
46,int,VERB
46,gyűlik,VERB
45,elér,VERB
44,zúg,VERB
44,vezet,VERB
43,űz,VERB
43,szakad,VERB
43,hány,VERB
43,bámul,VERB
42,vív,VERB
42,vész,VERB
42,vél,VERB
42,tűr,VERB
41,végez,VERB
41,ragyog,VERB
41,megöl,VERB
41,jelent,VERB
41,játszik,VERB
41,elmond,VERB
41,elhagy,VERB
40,választ,VERB
40,rohan,VERB
40,ás,VERB
40,akad,VERB
39,tölt,VERB
39,tekint,VERB
38,rak,VERB
38,őriz,VERB
